transaction_id,txn_date,txn_time,customer_id,counterparty_name,currency_pair,amount_eur,country,channel,customer_risk_rating
TXN-002228,2026-05-27,19:04:50,CUST-0097,Ruiz-Gutierrez,EUR/GBP,9320.46,US,Online,Low
TXN-003098,2026-04-14,12:38:37,CUST-0069,"Johnson, Potter and Gordon",GBP/USD,421.19,ES,Online,Low
TXN-000897,2026-05-30,21:34:49,CUST-0184,Miller Inc,EUR/GBP,1941.31,NL,Online,Medium
TXN-004184,2026-03-30,18:18:10,CUST-0240,"Haney, Johnson and Walker",USD/JPY,1006.51,BE,API,Medium
TXN-002711,2026-01-17,11:56:30,CUST-0040,Todd-Harvey,EUR/USD,1956.31,NL,API,Low
TXN-002343,2026-05-16,19:37:14,CUST-0233,"Garrison, Ryan and Miller",USD/JPY,3944.6,GB,Branch,Medium
TXN-003830,2026-06-13,20:03:03,CUST-0053,Martinez Group,GBP/USD,2856.62,US,Branch,Low
TXN-002168,2026-02-07,10:13:44,CUST-0135,"Morgan, Mendez and Cox",EUR/GBP,655.47,DE,Online,Medium
TXN-002427,2026-02-03,21:12:43,CUST-0241,"Henderson, Alexander and Galvan",USD/JPY,2003.07,DE,API,Medium
TXN-001336,2026-03-29,18:32:35,CUST-0148,Vance PLC,EUR/CHF,392.42,FR,Branch,High
TXN-002230,2026-04-27,20:03:55,CUST-0026,Holloway Ltd,EUR/JPY,17231.84,GB,Branch,Low
TXN-003527,2026-02-09,07:15:05,CUST-0019,"Richard, Robinson and Brown",EUR/CHF,9688.52,ES,Online,Low
TXN-003984,2026-01-27,07:26:23,CUST-0157,Gill Group,EUR/USD,914.99,DE,Online,Low
TXN-001102,2026-04-21,07:57:45,CUST-0185,Watson PLC,EUR/CHF,4083.35,BE,Branch,Medium
TXN-002522,2026-05-11,15:28:01,CUST-0175,Ward-Blake,EUR/USD,5468.38,GB,Branch,High
TXN-000945,2026-01-25,19:53:53,CUST-0033,Wood LLC,EUR/CHF,1235.85,FR,Online,Medium
TXN-000052,2026-03-17,10:25:44,CUST-0009,Walker LLC,EUR/GBP,3104.89,GB,Branch,High
TXN-000645,2026-01-04,18:07:38,CUST-0141,Sullivan PLC,EUR/GBP,534.94,NL,API,Medium
TXN-003399,2026-02-11,10:13:01,CUST-0285,"Phelps, Turner and Collins",EUR/USD,556.6,NL,API,Low
TXN-004407,2026-01-28,18:04:30,CUST-0119,Thomas-Weaver,EUR/USD,619.13,BE,Branch,High
TXN-000535,2026-01-06,18:24:22,CUST-0225,Salazar Inc,EUR/CHF,16951.59,FR,Online,High
TXN-004490,2026-01-25,21:53:41,CUST-0110,Olsen Group,GBP/USD,1233.81,NL,API,Low
TXN-004222,2026-02-24,17:58:39,CUST-0105,White-Collins,USD/JPY,600.67,ES,API,High
TXN-000444,2026-04-15,13:28:40,CUST-0117,Collins Group,EUR/JPY,2339.94,NL,Branch,Low
TXN-003822,2026-04-23,19:21:19,CUST-0079,Coleman-Harmon,EUR/JPY,3163.04,US,Branch,High
TXN-000196,2026-02-23,15:20:42,CUST-0071,"Nelson, Morton and Medina",EUR/JPY,2906.2,PL,API,Low
TXN-002270,2026-06-14,10:34:44,CUST-0297,Gordon LLC,GBP/USD,911.12,PL,Branch,Low
TXN-004786,2026-06-11,15:03:24,CUST-0018,"Kelley, Valenzuela and Harmon",EUR/CHF,15000.0,ES,Branch,Low
TXN-002053,2026-05-16,10:34:27,CUST-0236,Thomas LLC,USD/JPY,1349.74,IE,API,Low
TXN-003665,2026-05-13,13:25:46,CUST-0155,Sanders and Sons,EUR/CHF,302.19,PL,Online,Medium
TXN-003044,2026-06-28,16:19:28,CUST-0189,Daniels LLC,EUR/JPY,205.85,IE,Branch,Low
TXN-002878,2026-06-26,21:45:41,CUST-0177,"Jackson, Rowland and Barrett",EUR/USD,1162.85,PL,API,Medium
TXN-002485,2026-05-18,07:22:36,CUST-0068,Nelson-King,EUR/CHF,12569.68,IE,API,Low
TXN-004565,2026-05-01,12:23:31,CUST-0289,Michael-Ortega,USD/JPY,314.57,PL,API,Low
TXN-004431,2026-03-27,21:23:12,CUST-0179,"Hernandez, Diaz and Hamilton",EUR/JPY,1924.72,PL,API,Medium
TXN-001000,2026-04-03,18:54:36,CUST-0101,Stokes Group,EUR/USD,4668.34,IE,API,High
TXN-004332,2026-04-01,15:32:27,CUST-0124,"Mueller, Cox and Ford",USD/JPY,2305.49,IE,Online,Low
TXN-000121,2026-05-05,15:42:19,CUST-0146,White-Estes,EUR/USD,503.54,BE,Online,High
TXN-001159,2026-05-30,21:54:57,CUST-0164,Martin Group,EUR/JPY,2162.32,DE,API,Medium
TXN-001096,2026-03-10,08:36:36,CUST-0017,"Powell, Deleon and Warren",EUR/USD,2367.89,FR,API,Low
TXN-004808,2026-05-24,07:41:30,CUST-0258,Castaneda-Garcia,EUR/GBP,100000.0,US,Branch,High
TXN-003127,2026-03-28,16:31:47,CUST-0137,"Hall, Lewis and Maldonado",EUR/GBP,3014.53,PL,Branch,Low
TXN-004607,2026-06-29,10:42:38,CUST-0209,Walker Ltd,EUR/USD,9828.97,IT,Online,Medium
TXN-000135,2026-03-28,17:38:03,CUST-0199,Mitchell-Jordan,EUR/CHF,79.07,IT,API,Low
TXN-002390,2026-06-27,11:21:32,CUST-0285,"Fisher, Perez and Pham",EUR/GBP,5211.21,ES,API,Low
TXN-001845,2026-06-19,11:05:50,CUST-0076,Hopkins LLC,USD/JPY,2359.84,IT,Branch,Medium
TXN-002216,2026-03-01,07:08:01,CUST-0079,Cox Ltd,EUR/GBP,938.64,BE,Branch,High
TXN-002074,2026-01-30,13:53:46,CUST-0143,"Mayer, Palmer and Miranda",EUR/USD,876.26,US,API,Low
TXN-001554,2026-03-09,14:27:21,CUST-0123,"Moore, Campbell and Ortiz",EUR/USD,1198.76,NL,Branch,Medium
TXN-000512,2026-04-24,19:55:23,CUST-0203,"Whitney, Gould and Jones",EUR/CHF,4900.9,NL,API,Medium
TXN-003939,2026-05-13,12:38:51,CUST-0007,Santos LLC,EUR/USD,1491.76,DE,Branch,Low
TXN-003047,2026-03-25,08:43:40,CUST-0069,Moore-Brown,USD/JPY,511.38,NL,Online,Low
TXN-004188,2026-05-04,17:51:59,CUST-0154,Perry-Arnold,GBP/USD,360.99,GB,Online,Medium
TXN-003626,2026-01-28,19:45:00,CUST-0272,"Coleman, Thompson and Huber",EUR/USD,549.91,DE,Online,Low
TXN-002923,2026-06-22,17:27:33,CUST-0072,Johnston Inc,EUR/USD,2034.74,DE,Branch,Low
TXN-003065,2026-04-23,21:05:05,CUST-0134,"Lindsey, Mccormick and Hensley",EUR/USD,2151.11,BE,Online,Medium
TXN-000252,2026-01-22,11:09:24,CUST-0127,"Graham, Olsen and Costa",EUR/CHF,3747.73,GB,API,Low
TXN-001505,2026-03-16,08:22:43,CUST-0062,"Price, Gray and Baker",EUR/GBP,63599.12,NL,API,High
TXN-001426,2026-05-16,07:58:32,CUST-0250,Black-Smith,GBP/USD,2889.14,IE,Online,Low
TXN-000123,2026-06-30,10:32:35,CUST-0195,Chandler-Edwards,EUR/CHF,3182.71,PL,Branch,Medium
TXN-001617,2026-04-15,12:27:05,CUST-0254,Todd Inc,USD/JPY,3267.61,PL,Branch,Low
TXN-001787,2026-06-29,15:54:07,CUST-0028,Stephens-Young,USD/JPY,167.98,FR,Branch,High
TXN-002499,2026-06-01,09:47:59,CUST-0277,"Miller, Mcdowell and Curtis",EUR/USD,4139.46,GB,Branch,Medium
TXN-001118,2026-02-08,21:29:59,CUST-0163,"Lynch, Evans and Rodriguez",EUR/GBP,2502.69,IE,Branch,High
TXN-000568,2026-04-10,17:17:42,CUST-0005,Landry PLC,EUR/CHF,806.99,GB,Branch,Low
TXN-003095,2026-04-13,13:04:19,CUST-0230,"Taylor, Rose and Rush",EUR/CHF,7836.71,NL,Branch,Low
TXN-001944,2026-03-25,15:23:24,CUST-0184,Jennings Group,GBP/USD,866.57,PL,Online,Medium
TXN-003053,2026-03-17,07:24:27,CUST-0144,Gomez LLC,EUR/CHF,3905.77,DE,Online,Low
TXN-002179,2026-03-20,08:12:36,CUST-0046,Perry LLC,EUR/GBP,1792.83,DE,API,Low
TXN-003961,2026-02-18,21:24:41,CUST-0262,"Mendez, Bryant and Smith",EUR/GBP,3614.42,BE,API,Low
TXN-003607,2026-02-03,14:21:10,CUST-0182,Mccoy-Hunt,USD/JPY,4473.62,IT,Online,Low
TXN-000682,2026-03-27,16:51:56,CUST-0223,"Robinson, Shields and Brown",EUR/JPY,2650.12,NL,Online,High
TXN-002631,2026-05-08,19:06:20,CUST-0047,"Goodwin, Farmer and Vaughn",EUR/JPY,626.63,IT,Online,Medium
TXN-004140,2026-06-18,11:29:41,CUST-0085,Brown-Garcia,EUR/USD,2019.44,PL,Online,High
TXN-000603,2026-01-03,17:12:44,CUST-0287,"Becker, Lara and Baker",GBP/USD,1417.31,FR,Branch,High
TXN-000766,2026-05-28,14:13:42,CUST-0265,Hawkins-Hunt,EUR/CHF,12473.99,DE,Branch,Medium
TXN-002520,2026-05-01,17:57:24,CUST-0092,Richard-Russell,USD/JPY,4796.96,US,Branch,High
TXN-004545,2026-06-03,17:26:19,CUST-0100,Patrick-Forbes,EUR/JPY,2291.2,ES,Online,Low
TXN-000319,2026-01-01,19:42:24,CUST-0005,Buchanan LLC,EUR/CHF,296.93,ES,API,Low
TXN-000732,2026-05-03,12:19:44,CUST-0068,"Hernandez, Lee and Fox",GBP/USD,1667.83,IE,Online,Low
TXN-004882,2026-03-12,20:17:53,CUST-0237,"Martin, Davis and Huynh",EUR/JPY,3483.67,IE,Online,Low
TXN-000275,2026-05-16,17:20:38,CUST-0135,Monroe-Carpenter,EUR/JPY,986.96,US,API,Medium
TXN-001745,2026-01-06,07:18:20,CUST-0154,Brooks Inc,EUR/GBP,1083.18,IT,API,Medium
TXN-004092,2026-04-27,21:50:30,CUST-0180,"Sullivan, Haney and Chavez",EUR/USD,5655.78,IT,Branch,Low
TXN-000656,2026-03-06,11:29:42,CUST-0057,Wilson-Harris,EUR/USD,3647.66,DE,API,Low
TXN-004208,2026-02-13,16:38:56,CUST-0090,Reeves Group,EUR/GBP,1066.72,US,Online,Low
TXN-004812,2026-04-22,19:29:27,CUST-0157,"Hernandez, Williams and Ruiz",EUR/JPY,20000.0,US,API,Low
TXN-002851,2026-02-20,17:31:07,CUST-0070,Mccann-White,USD/JPY,1472.03,DE,Branch,High
TXN-000606,2026-03-27,14:50:52,CUST-0236,Bush-Vaughn,EUR/JPY,3072.04,PL,API,Low
TXN-001630,2026-04-08,07:31:48,CUST-0252,Lin-Smith,EUR/USD,2564.77,IE,Branch,Low
TXN-001579,2026-06-28,10:57:08,CUST-0296,"Gardner, Brooks and Pierce",GBP/USD,6101.12,ES,API,Medium
TXN-003602,2026-04-15,17:58:58,CUST-0294,Baker-Lin,GBP/USD,226.16,GB,Online,Medium
TXN-002278,2026-05-13,17:21:13,CUST-0148,Peters Ltd,EUR/JPY,464.45,US,API,High
TXN-002342,2026-02-04,21:54:32,CUST-0107,Santos Group,EUR/USD,759.57,IT,Branch,Low
TXN-003664,2026-06-20,13:00:51,CUST-0034,"Klein, Chavez and Lane",EUR/USD,2445.58,IT,API,Medium
TXN-004747,2026-01-27,08:42:56,CUST-0123,Bennett-Brooks,EUR/CHF,12738.46,MM,Online,Medium
TXN-002788,2026-01-31,13:58:34,CUST-0214,Smith Ltd,EUR/USD,401.39,IT,API,Medium
TXN-000299,2026-03-31,18:13:40,CUST-0085,"Sparks, Jackson and Miller",EUR/CHF,2456.51,US,Online,High
TXN-004488,2026-05-08,08:43:01,CUST-0046,Gardner-Warren,EUR/JPY,436.97,US,Online,Low
TXN-002463,2026-01-28,13:10:03,CUST-0062,Scott-Wilson,GBP/USD,3164.5,US,Online,High
TXN-004164,2026-02-13,11:16:38,CUST-0242,"Morris, Morales and Bailey",GBP/USD,8310.89,BE,Online,Low
TXN-000978,2026-06-24,21:21:20,CUST-0173,Parks-Pace,EUR/GBP,6157.49,ES,Branch,Low
TXN-004750,2026-02-24,09:52:46,CUST-0054,Cole PLC,EUR/GBP,57205.81,KP,Online,High
TXN-004439,2026-04-15,17:52:56,CUST-0100,Costa-Brown,GBP/USD,8303.11,IT,Branch,Low
TXN-001171,2026-01-30,07:57:02,CUST-0057,"Obrien, Taylor and Rivas",USD/JPY,583.49,FR,Branch,Low
TXN-004251,2026-06-18,14:51:20,CUST-0027,"Day, Campbell and Taylor",EUR/GBP,5274.39,GB,Online,High
TXN-003484,2026-05-23,07:33:28,CUST-0285,Allen Inc,EUR/USD,250.01,NL,API,Low
TXN-002693,2026-05-09,16:01:09,CUST-0231,"Sims, Weber and Villa",EUR/GBP,662.59,BE,Online,Medium
TXN-002073,2026-05-14,14:26:37,CUST-0073,Williams-Carter,USD/JPY,2939.87,BE,API,Low
TXN-002958,2026-06-20,17:43:00,CUST-0139,Martin and Sons,EUR/GBP,8838.74,ES,API,Low
TXN-001109,2026-04-29,17:05:22,CUST-0115,"Ortiz, Smith and Deleon",EUR/JPY,4471.3,IT,Branch,Medium
TXN-001733,2026-05-19,18:35:40,CUST-0148,"Huang, Ford and Olsen",EUR/USD,593.97,NL,Online,High
TXN-000377,2026-04-12,16:06:00,CUST-0267,Schmitt PLC,USD/JPY,751.79,BE,API,Low
TXN-002606,2026-02-18,16:29:19,CUST-0103,Reyes-White,GBP/USD,1085.6,IE,Online,Medium
TXN-004321,2026-06-02,12:46:25,CUST-0047,"Thompson, Coffey and Kidd",EUR/CHF,4610.33,ES,Branch,Medium
TXN-001371,2026-01-09,17:54:36,CUST-0131,Carlson-Jones,EUR/USD,5659.0,IT,API,Low
TXN-004610,2026-01-29,18:28:03,CUST-0295,Yang PLC,USD/JPY,9301.29,IT,API,Low
TXN-002764,2026-01-17,11:31:48,CUST-0171,Olsen-Adams,EUR/JPY,8319.35,BE,Online,Low
TXN-002023,2026-02-07,20:12:54,CUST-0240,Mcpherson Ltd,EUR/USD,1012.1,ES,Online,Medium
TXN-004635,2026-01-19,09:25:12,CUST-0081,"Ward, Perez and Baker",EUR/GBP,9013.23,US,Branch,Low
TXN-000743,2026-02-27,15:26:18,CUST-0160,Lewis Ltd,EUR/JPY,650.76,US,Online,High
TXN-003015,2026-05-12,09:17:30,CUST-0088,Ferguson LLC,EUR/USD,338.15,DE,API,High
TXN-002104,2026-04-16,15:16:15,CUST-0277,"Allen, Hudson and Garcia",EUR/USD,582.49,PL,Online,Medium
TXN-001570,2026-04-30,21:29:20,CUST-0181,Hudson and Sons,EUR/JPY,2147.27,IT,Branch,High
TXN-001778,2026-03-13,07:27:44,CUST-0118,Rodriguez-Mendoza,GBP/USD,395.22,BE,Branch,Low
TXN-000882,2026-05-25,09:04:37,CUST-0290,Williams Ltd,EUR/GBP,836.07,BE,API,Low
TXN-004648,2026-04-19,09:34:03,CUST-0081,"Jacobs, Calhoun and Wyatt",EUR/USD,9816.99,FR,API,Low
TXN-001271,2026-03-08,16:48:06,CUST-0087,Williams LLC,EUR/GBP,1750.25,NL,API,High
TXN-003207,2026-04-06,07:30:26,CUST-0074,"Campbell, Hobbs and Baker",EUR/CHF,715.6,BE,Branch,Low
TXN-001539,2026-01-28,15:41:28,CUST-0073,"Brown, Kelly and Moore",GBP/USD,2554.24,US,API,Low
TXN-001372,2026-05-16,12:19:18,CUST-0043,Cruz-Rodriguez,GBP/USD,334.43,FR,Branch,Low
TXN-000176,2026-05-09,17:10:37,CUST-0274,King-Miller,USD/JPY,581.1,GB,Online,Medium
TXN-000908,2026-03-25,10:03:40,CUST-0151,"Wheeler, Rice and Levine",GBP/USD,5608.74,DE,Online,Low
TXN-001804,2026-01-02,11:40:46,CUST-0285,Wood PLC,GBP/USD,3720.66,PL,API,Low
TXN-000046,2026-01-28,13:23:40,CUST-0216,Spence PLC,EUR/JPY,1839.18,US,API,Low
TXN-002672,2026-01-02,09:51:54,CUST-0242,Santiago-Marshall,EUR/GBP,340.77,NL,Online,Low
TXN-002381,2026-04-21,09:09:45,CUST-0164,"Wilson, Harris and Ward",EUR/USD,2431.0,NL,Online,Medium
TXN-001819,2026-05-15,21:00:00,CUST-0209,Arnold-Cole,EUR/GBP,1564.47,PL,Online,Medium
TXN-001074,2026-02-27,21:56:43,CUST-0181,Miller PLC,EUR/JPY,781.18,NL,API,High
TXN-004018,2026-01-09,12:55:08,CUST-0105,Schmidt PLC,EUR/GBP,6479.82,IE,Online,High
TXN-001537,2026-05-16,10:15:13,CUST-0205,Wright Group,EUR/CHF,1629.51,DE,Online,Low
TXN-002896,2026-05-20,14:52:12,CUST-0123,Johnson-Munoz,EUR/USD,7776.59,IE,API,Medium
TXN-003238,2026-02-06,13:14:31,CUST-0290,Schultz-Hayes,EUR/JPY,3326.97,IT,API,Low
TXN-002441,2026-05-10,20:51:37,CUST-0080,Smith-Kelley,EUR/JPY,6919.96,US,Online,Low
TXN-003009,2026-04-06,09:18:32,CUST-0090,Hart-Myers,EUR/GBP,9585.21,GB,Online,Low
TXN-003102,2026-01-09,11:31:19,CUST-0199,"Perez, Huynh and Nelson",EUR/JPY,1005.04,IT,Online,Low
TXN-002935,2026-03-17,07:35:53,CUST-0254,Palmer Inc,EUR/GBP,686.22,IT,API,Low
TXN-001973,2026-05-20,19:05:15,CUST-0133,"Shah, Mcintyre and Villanueva",GBP/USD,2492.01,GB,API,Medium
TXN-002528,2026-05-04,18:17:11,CUST-0173,Murphy Inc,EUR/USD,2283.52,ES,Branch,Low
TXN-003299,2026-01-21,16:39:10,CUST-0157,Barnett-Boyd,GBP/USD,1017.36,GB,Branch,Low
TXN-001651,2026-03-19,20:34:38,CUST-0238,"Fry, Wilson and Stewart",GBP/USD,1204.93,ES,Branch,Low
TXN-000734,2026-02-02,10:08:05,CUST-0117,Chung-Stevens,EUR/JPY,182.82,NL,API,Low
TXN-001979,2026-06-15,17:05:59,CUST-0207,Anderson LLC,EUR/GBP,1412.33,GB,API,Medium
TXN-001718,2026-06-14,17:42:35,CUST-0210,"Abbott, Green and Andrews",EUR/CHF,699.83,GB,API,Low
TXN-004900,2026-05-26,12:52:07,CUST-0039,"Perez, Sandoval and Durham",EUR/GBP,5164.27,GB,Branch,Medium
TXN-002615,2026-01-01,12:14:00,CUST-0296,Murillo Ltd,EUR/GBP,1433.22,IT,API,Medium
TXN-000757,2026-03-05,10:41:19,CUST-0029,Kelly Group,USD/JPY,8765.88,FR,Online,High
TXN-003876,2026-05-05,07:27:37,CUST-0224,Pierce-Bell,EUR/USD,5659.35,PL,Branch,Low
TXN-000894,2026-05-13,12:37:12,CUST-0014,Bishop and Sons,EUR/USD,209.46,US,Online,Low
TXN-004511,2026-06-02,07:25:11,CUST-0209,Williams Inc,GBP/USD,3153.65,IT,Online,Medium
TXN-004486,2026-03-29,10:57:16,CUST-0090,Compton-Morgan,EUR/USD,1463.2,US,API,Low
TXN-002993,2026-05-20,11:10:09,CUST-0031,"Hill, Silva and Miller",EUR/USD,922.83,GB,Online,Medium
TXN-001433,2026-05-28,09:12:49,CUST-0295,Moss LLC,EUR/GBP,1424.73,ES,Online,Low
TXN-001352,2026-06-17,09:27:09,CUST-0174,Kaufman-Walker,GBP/USD,688.72,IT,Branch,High
TXN-000890,2026-02-01,08:03:58,CUST-0229,"Shaffer, Garcia and Richardson",EUR/USD,4705.4,BE,Branch,High
TXN-004106,2026-02-24,12:04:59,CUST-0233,Thomas Ltd,EUR/JPY,1623.82,PL,API,Medium
TXN-001019,2026-01-27,19:59:07,CUST-0114,Conner-Yu,EUR/GBP,1126.05,IT,API,Low
TXN-004125,2026-04-30,08:11:58,CUST-0055,Taylor-Morales,EUR/JPY,1159.49,NL,Branch,Medium
TXN-000352,2026-03-09,17:18:19,CUST-0284,Guerrero Inc,EUR/GBP,910.53,PL,Online,Low
TXN-002652,2026-02-12,13:29:26,CUST-0188,Brown-Ross,EUR/GBP,1025.39,PL,Branch,Low
TXN-002893,2026-02-08,19:32:21,CUST-0104,Klein PLC,EUR/GBP,2320.64,IE,Online,Low
TXN-004842,2026-06-05,21:39:39,CUST-0199,"Levy, Bowers and Huffman",EUR/USD,4200.07,ES,Online,Low
TXN-000719,2026-02-05,20:37:38,CUST-0218,White-Preston,EUR/USD,4046.48,IT,Online,Medium
TXN-002623,2026-06-19,12:16:51,CUST-0253,"Todd, Sharp and Murray",GBP/USD,387.66,NL,API,Low
TXN-000309,2026-06-20,18:42:47,CUST-0029,"Phillips, Spence and Barrett",EUR/GBP,278.91,NL,Online,High
TXN-002380,2026-04-25,07:32:10,CUST-0224,Romero and Sons,EUR/USD,1020.91,NL,Online,Low
TXN-000367,2026-06-28,17:06:55,CUST-0144,"Le, Lewis and Hayes",EUR/GBP,4270.0,US,Online,Low
TXN-000860,2026-05-19,07:42:56,CUST-0203,"Martinez, Cline and Wright",EUR/JPY,1447.66,ES,API,Medium
TXN-002908,2026-01-09,09:25:22,CUST-0016,Jackson Group,USD/JPY,6838.23,PL,API,Medium
TXN-004249,2026-03-06,15:51:47,CUST-0115,Alvarado LLC,EUR/CHF,3873.47,US,Branch,Medium
TXN-003655,2026-06-15,14:14:19,CUST-0019,"Greer, Jacobs and Hernandez",EUR/JPY,2049.02,IT,Branch,Low
TXN-002750,2026-03-09,09:45:47,CUST-0037,Hicks-Burns,EUR/GBP,2673.01,ES,Online,Low
TXN-001193,2026-06-27,12:32:59,CUST-0270,"Brown, Dunlap and Moore",EUR/CHF,3629.83,US,API,Low
TXN-000020,2026-05-11,08:24:57,CUST-0224,"Reid, Ferguson and Sanchez",USD/JPY,462.44,BE,Online,Low
TXN-004111,2026-02-20,13:51:56,CUST-0087,"Jackson, Moore and Becker",EUR/CHF,907.25,BE,API,High
TXN-004737,2026-02-18,11:50:11,CUST-0134,"Obrien, Williams and Mcgrath",EUR/JPY,76679.9,IR,API,Medium
TXN-004576,2026-01-15,17:41:18,CUST-0172,Weaver Inc,GBP/USD,1824.54,IE,Branch,Medium
TXN-002006,2026-05-16,16:16:11,CUST-0070,Miller and Sons,EUR/USD,2720.62,NL,Branch,High
TXN-001406,2026-03-06,19:26:38,CUST-0234,Harris Ltd,GBP/USD,3463.76,IE,Branch,Low
TXN-000439,2026-06-24,21:20:24,CUST-0125,Davis-Gregory,EUR/USD,3213.47,IE,Branch,Low
TXN-004798,2026-01-26,17:02:44,CUST-0199,"Rivera, Miller and Martin",EUR/GBP,100000.0,FR,Online,Low
TXN-003362,2026-04-15,18:59:21,CUST-0156,Ho-Thomas,GBP/USD,407.91,BE,Online,Medium
TXN-003194,2026-04-04,15:52:09,CUST-0187,Tran and Sons,EUR/JPY,2763.89,IT,Online,Low
TXN-003427,2026-04-24,14:38:38,CUST-0227,Bennett-Ruiz,EUR/USD,6430.08,ES,Online,Medium
TXN-004574,2026-02-26,16:41:52,CUST-0241,Simpson Inc,USD/JPY,568.92,US,API,Medium
TXN-001129,2026-02-13,16:27:15,CUST-0163,"Evans, Jackson and Sandoval",USD/JPY,496.19,ES,Branch,High
TXN-004064,2026-04-16,16:18:43,CUST-0128,Powell-Brooks,EUR/JPY,4610.21,IT,Online,High
TXN-003865,2026-01-20,18:52:31,CUST-0259,"Faulkner, Welch and Hoffman",EUR/USD,179.58,BE,Online,Medium
TXN-003160,2026-04-24,18:40:59,CUST-0179,Ramirez Inc,EUR/CHF,448.22,IT,Online,Medium
TXN-001261,2026-03-22,08:05:26,CUST-0147,"Edwards, Arnold and Smith",EUR/JPY,3998.53,ES,API,Low
TXN-000583,2026-04-14,19:02:38,CUST-0127,Martin-Ewing,EUR/CHF,25874.17,IT,Branch,Low
TXN-000204,2026-06-16,10:48:18,CUST-0244,"Beard, Peters and Black",GBP/USD,20279.89,US,Branch,Low
TXN-003928,2026-05-16,11:50:32,CUST-0165,Scott-Perez,EUR/CHF,756.89,FR,Online,Low
TXN-003317,2026-04-06,08:41:16,CUST-0300,Johnson-Stanley,GBP/USD,718.75,BE,Branch,Low
TXN-004206,2026-03-24,20:12:46,CUST-0236,"Hernandez, Fleming and Jones",EUR/GBP,1827.7,DE,Online,Low
TXN-002116,2026-02-13,18:48:30,CUST-0264,Wilson-Campbell,EUR/GBP,13588.73,DE,Online,Medium
TXN-002979,2026-03-26,11:37:01,CUST-0033,James PLC,EUR/CHF,1470.38,GB,Branch,Medium
TXN-001500,2026-02-28,12:41:40,CUST-0206,"Smith, Weeks and Arroyo",EUR/USD,1806.71,FR,Branch,High
TXN-002610,2026-05-22,12:35:03,CUST-0276,Garcia Inc,GBP/USD,1403.12,NL,Online,Medium
TXN-004653,2026-01-10,09:26:58,CUST-0149,"Black, Welch and King",EUR/CHF,9352.86,IT,Online,Medium
TXN-001211,2026-05-29,12:37:39,CUST-0166,"Gray, Montoya and Miller",EUR/JPY,1910.52,BE,Online,High
TXN-004472,2026-02-05,17:04:10,CUST-0215,"Schneider, Fisher and Richardson",GBP/USD,4366.37,IE,Branch,Low
TXN-003255,2026-06-25,08:09:01,CUST-0160,Hamilton-Griffin,EUR/GBP,289.98,ES,API,High
TXN-000518,2026-05-15,17:40:34,CUST-0289,"Hernandez, Cole and Watson",GBP/USD,2978.32,IT,Branch,Low
TXN-001392,2026-02-09,18:51:44,CUST-0226,"Olson, Wood and Peters",EUR/GBP,2172.4,NL,Online,Low
TXN-001615,2026-05-20,09:23:42,CUST-0234,Hanson-Alexander,GBP/USD,954.96,US,API,Low
TXN-003811,2026-04-02,14:48:52,CUST-0112,Lopez-Clark,EUR/JPY,2205.86,PL,API,Low
TXN-000669,2026-05-29,10:59:04,CUST-0275,Miller-Brandt,EUR/USD,1416.54,DE,API,Low
TXN-002064,2026-06-30,21:21:26,CUST-0205,White-Knox,GBP/USD,2898.92,FR,Online,Low
TXN-004851,2026-03-05,18:30:15,CUST-0021,Johnson-Smith,GBP/USD,2616.99,US,API,Low
TXN-004830,2026-04-22,17:56:19,CUST-0096,Hernandez-Moore,GBP/USD,5000.0,US,API,Low
TXN-002214,2026-02-28,15:50:50,CUST-0030,Stewart Group,GBP/USD,171.44,DE,Online,Medium
TXN-001174,2026-03-22,17:04:10,CUST-0123,Gonzalez-Gonzalez,EUR/GBP,4373.18,DE,Branch,Medium
TXN-004190,2026-03-23,07:33:16,CUST-0230,Burton-Oneal,USD/JPY,512.14,ES,Branch,Low
TXN-002060,2026-03-10,09:10:09,CUST-0071,Davenport-Torres,USD/JPY,3541.63,IT,Branch,Low
TXN-003888,2026-06-10,20:36:47,CUST-0115,"Walker, Lynch and Gordon",EUR/JPY,4228.2,FR,Online,Medium
TXN-001091,2026-01-24,15:24:08,CUST-0081,Adams-Butler,EUR/CHF,1125.84,NL,Online,Low
TXN-000760,2026-06-26,17:13:21,CUST-0251,Marquez Inc,EUR/JPY,1247.13,GB,API,Low
TXN-000912,2026-02-10,21:53:23,CUST-0194,Matthews Inc,GBP/USD,1362.31,BE,API,Low
TXN-003842,2026-03-14,14:33:06,CUST-0271,Watson-Thomas,EUR/JPY,2421.33,NL,Branch,Low
TXN-004411,2026-02-23,15:40:09,CUST-0265,"Phillips, Gutierrez and Davidson",GBP/USD,2000.37,BE,Online,Medium
TXN-003758,2026-04-03,19:35:27,CUST-0291,Hood-May,EUR/USD,1757.9,FR,Online,Low
TXN-002314,2026-06-02,13:42:33,CUST-0044,Austin-Hamilton,GBP/USD,1296.07,PL,Branch,Low
TXN-000215,2026-05-25,08:03:53,CUST-0186,"Washington, Hardy and Bray",USD/JPY,434.33,GB,API,Low
TXN-003236,2026-01-18,10:33:08,CUST-0094,Gutierrez Group,EUR/JPY,5124.43,IT,API,Medium
TXN-004468,2026-04-13,15:07:31,CUST-0062,Mills PLC,USD/JPY,8430.27,DE,Online,High
